namespace,cbb_items
CDVAL#A022601,중소기업
CDVAL#A022602,대기업
CDVAL#A022701,본점
CDVAL#A022702,지점
CDVAL#A0229A,승인
CDVAL#A0229H,거절
CDVAL#A0229L,미승인
CDVAL#A023001,1월
CDVAL#A023002,2월
CDVAL#A023003,3월
CDVAL#A023004,4월
CDVAL#A023005,5월
CDVAL#A023006,6월
CDVAL#A023007,7월
CDVAL#A023008,8월
CDVAL#A023009,9월
CDVAL#A023010,10월
CDVAL#A023011,11월
CDVAL#A023012,12월
CDVAL#A024101,없음
CDVAL#A024102,1~5개
CDVAL#A024103,6개 이상
CDVAL#A025101,RESTART
CDVAL#A025102,SUSPEND
CDVAL#A025103,RESUME
CDVAL#A025104,STOP
CDVAL#A025105,FORCEDSTOP
CDVAL#A028601,전체조회
CDVAL#A028602,매매일자기준조회
CDVAL#A028603,만기일자기준조회
CDVAL#A028604,등록일자기준조회
CDVAL#A028605,인수기한일자기준조회
CDVAL#A0289CN11,개인과세
CDVAL#A0289CN12,개인비과세
CDVAL#A0289CN21,법인과세
CDVAL#A0289CN22,법인비과세
CDVAL#A0289KR11,개인과세
CDVAL#A0289KR12,개인비과세
CDVAL#A0289KR21,법인과세
CDVAL#A0289KR22,법인비과세
CDVAL#A029001,테스트 가가
CDVAL#A029002,테스트 나나
CDVAL#A0292DEPT,부서
CDVAL#A0292DEPT_ROLE,부서역할
CDVAL#A0292ROLE,역할
CDVAL#A029301,다세대
CDVAL#A029302,다가구주택
CDVAL#A029303,단독주택
CDVAL#A029304,단독주택태양열
CDVAL#A029305,연립주택및빌라
CDVAL#A029306,아파트
CDVAL#A029307,혼합건물
CDVAL#A029308,조립식건물
CDVAL#A029399,기타
CDVAL#A029401,자택
CDVAL#A029402,전세
CDVAL#A029403,월세
CDVAL#A029404,사택/기숙사
CDVAL#A029499,기타
CDVAL#A029501,관리/사무
CDVAL#A029502,연구개발
CDVAL#A029503,전문직
CDVAL#A029504,생산/기술
CDVAL#A029505,노무직
CDVAL#A029506,영업/판매
CDVAL#A029507,모집/외판직
CDVAL#A029508,자영업
CDVAL#A029509,기타
CDVAL#A029601,정규직
CDVAL#A029602,계약직
CDVAL#A029603,임시고용촉진
CDVAL#A029604,파트타임
CDVAL#A029605,인턴
CDVAL#A029606,프리랜서
CDVAL#A029607,미상
CDVAL#A029801,상환자금
CDVAL#A029802,생계자금
CDVAL#A029803,학자금
CDVAL#A029804,자동차
CDVAL#A029805,주택신축자금
CDVAL#A029806,신용카드
CDVAL#A029807,사업자금
CDVAL#A029808,결혼자금
CDVAL#A029809,기타
CDVAL#A029901,AAA
CDVAL#A029902,AA
CDVAL#A029903,A
CDVAL#A029904,BBB
CDVAL#A029905,BB
CDVAL#A029906,B
CDVAL#A029907,C
CDVAL#A029908,D
CDVAL#A029909,E
CDVAL#A029910,F
CDVAL#A03012,활동
CDVAL#A03013,종료
CDVAL#A03015,중단
CDVAL#A03022,활동
CDVAL#A03023,종료
CDVAL#A03025,중단
CDVAL#A030301,고객요청
CDVAL#A030401,고객요청
CDVAL#A030501,판매
CDVAL#A030502,구매
CDVAL#A030611,서울특별시
CDVAL#A030626,부산광역시
CDVAL#A030627,대구광역시
CDVAL#A030628,인천광역시
CDVAL#A030629,광주광역시
CDVAL#A030630,대전광역시
CDVAL#A030631,울산광역시
CDVAL#A030636,세종특별자치시
CDVAL#A030641,경기도
CDVAL#A030642,강원도
CDVAL#A030643,충청북도
CDVAL#A030644,충청남도
CDVAL#A030645,전라북도
CDVAL#A030646,전라남도
CDVAL#A030647,경상북도
CDVAL#A030648,경상남도
CDVAL#A030650,제주특별자치도
CDVAL#A030701,징구
CDVAL#A030702,발급
CDVAL#A032101,복합구성조건
CDVAL#A032201,유효값필수존재
CDVAL#A032202,유효목록코드필수존재
CDVAL#A032203,상호배타관계
CDVAL#A032204,조건1<=조건2
CDVAL#A032205,조건1<조건2
CDVAL#A032206,조건1>=조건2
CDVAL#A032207,조건1>조건2
CDVAL#A032208,배수
CDVAL#A032301,판매 지점
CDVAL#A032302,관리 지점
CDVAL#A032303,개발 지점
CDVAL#A032401,변경가능상품
CDVAL#A032402,복합구성상품
CDVAL#A032403,대환가능상품
CDVAL#A032404,기준상품
CDVAL#A032405,자동계약생성
CDVAL#A032406,모자상품
CDVAL#A032501,상품 설명서
CDVAL#A032502,예금잔액증명서
CDVAL#A032601,특정계층사용
CDVAL#A032602,다계층사용
CDVAL#A032701,이상/미만
CDVAL#A032702,초과/이하
CDVAL#A032703,이상/이하
CDVAL#A03281,상품변경
CDVAL#A03282,관련계좌번호변경
CDVAL#A0331H,주택
CDVAL#A0331S,상가
CDVAL#A033201,서울특별시
CDVAL#A033202,수도권 및 과밀억제권역
CDVAL#A033203,광역시(일부제외)
CDVAL#A033204,광역시,안산시,용인시,김포시,광주시
CDVAL#A033299,기타지역
CDVAL#A033301,서울
CDVAL#A033302,수도권
CDVAL#A033303,광역시
CDVAL#A033304,시지역
CDVAL#A033305,기타지역
CDVAL#A033399,기타지역
CDVAL#A0334A0333,담보인정비율지역
CDVAL#A0334A0335,상가임대차지역
CDVAL#A0334A0336,주택임대차지역
CDVAL#A0334A1060,DTI지역
CDVAL#A0334A1061,LTV지역
CDVAL#A033501,서울특별시
CDVAL#A033502,수도권 및 과밀억제권역
CDVAL#A033504,광역시,안산시,용인시,김포시,광주시
CDVAL#A033599,기타지역
CDVAL#A033601,서울특별시
CDVAL#A033602,수도권 및 과밀억제권역
CDVAL#A033603,광역시(일부제외)
CDVAL#A033604,광역시,안산시,용인시,김포시,광주시
CDVAL#A033699,기타지역
CDVAL#A0337B,전일자배치
CDVAL#A0337O,온라인
CDVAL#A033801,본인확인요청
CDVAL#A033802,본인확인승인
CDVAL#A033803,본인확인거절
CDVAL#A033901,증빙자료
CDVAL#A033902,화상채팅
CDVAL#A03401,예정
CDVAL#A03402,정상
CDVAL#A03403,해지예정
CDVAL#A03404,해지
CDVAL#A03409,취소
CDVAL#A03411,예정
CDVAL#A03412,정상
CDVAL#A03413,해지예정
CDVAL#A03414,해지
CDVAL#A03419,취소
CDVAL#A03421,예정
CDVAL#A03422,정상
CDVAL#A03423,해지예정
CDVAL#A03424,해지
CDVAL#A03429,취소
CDVAL#A034301,온라인인증
CDVAL#A034302,오프라인인증
CDVAL#A0344A,정상
CDVAL#A0344T,종료
CDVAL#A03451,정상
CDVAL#A03452,해지
CDVAL#A03453,취소
CDVAL#A03461,정상
CDVAL#A03462,해지
CDVAL#A03463,취소
CDVAL#A03471,당행
CDVAL#A03472,타행
CDVAL#A03479,기타
CDVAL#A03481,선취
CDVAL#A03482,후취
CDVAL#A03491,부동산
CDVAL#A034910,부동산
CDVAL#A03492,동산기타
CDVAL#A034920,동산
CDVAL#A03493,채권
CDVAL#A034930,유가증권
CDVAL#A03494,유가증권
CDVAL#A034940,채권
CDVAL#A03495,보증서
CDVAL#A034950,보증서
CDVAL#A03496,보증인
CDVAL#A034980,보증인
CDVAL#A034990,신용
CDVAL#A03501,일반번지
CDVAL#A03502,산지번
CDVAL#A03503,가지번
CDVAL#A03504,블럭지번
CDVAL#A03509,기타
CDVAL#A03511,일반거래가
CDVAL#A03512,하한가
CDVAL#A03513,평균가
CDVAL#A03514,상한가
CDVAL#A037001,실명인증요청
CDVAL#A037002,실명인증승인
CDVAL#A037003,실명인증거절
CDVAL#A03711,고객관리부서적용
CDVAL#A03712,지정부서적용
CDVAL#A037301,신용공여한도
CDVAL#A0374A,승인
CDVAL#A0374L,신청
CDVAL#A0374R,해지
CDVAL#A037501,주거래기관
CDVAL#A037502,연계기관
CDVAL#A037503,보증기관
CDVAL#A0376A,배송중
CDVAL#A0376L,배송지시 
CDVAL#A0376T,배송완료
CDVAL#A03781,도로명 주소
CDVAL#A03782,건물명
CDVAL#A03783,지번
CDVAL#A037901,고객가입
CDVAL#A037902,실명인증
CDVAL#A037903,본인확인
CDVAL#A037904,SMS인증
CDVAL#A037905,전자우편인증
CDVAL#A038401,SCF거래물품배송
CDVAL#A038402,OTP 배송
CDVAL#A038403,외환선적서류
CDVAL#A03851,계약기본
CDVAL#A03852,계약확장속성
CDVAL#A03853,계약활동확장속성
CDVAL#A03854,계약발급매체확장속성
CDVAL#A03855,계약서비스제한확장속성
CDVAL#A0386A,정상
CDVAL#A0386D,입찰개시
CDVAL#A0386F,유찰
CDVAL#A0386I,준비
CDVAL#A0386L,신청
CDVAL#A0386N,정상그리고종료
CDVAL#A0386R,거절
CDVAL#A0386V,승인
CDVAL#A0386W,낙찰
CDVAL#A0386X,심사
CDVAL#A0387A,활동
CDVAL#A0387B,포기
CDVAL#A0387L,신청
CDVAL#A0387R,거절
CDVAL#A0387S,중지
CDVAL#A0387T,종료
CDVAL#A0387V,승인
CDVAL#A0388A01,일반신규
CDVAL#A0388A03,계약확정
CDVAL#A0388C01,등록취소
CDVAL#A0388H01,보류
CDVAL#A0388L01,신청
CDVAL#A0388T01,정상종료
CDVAL#A0389D,입찰개시
CDVAL#A0389R,거절
CDVAL#A0389V,승인
CDVAL#A039001,개인
CDVAL#A039002,개인사업자
CDVAL#A039003,법인
CDVAL#A039004,법인사업자
CDVAL#A039101,신청접수
CDVAL#A039102,신청취소
CDVAL#A039103,발급완료
CDVAL#A0391AP,신청접수
CDVAL#A0391CN,신청취소
CDVAL#A0391IS,발급완료
CDVAL#A039201,금융기관제출용
CDVAL#A039202,회계감사용
CDVAL#A0393BR,방문수령
CDVAL#A0393CM,별도양식우편수령
CDVAL#A0393DM,우편수령
CDVAL#A0393EM,이메일수령
CDVAL#A039401,창구
CDVAL#A039402,인터넷
CDVAL#A039403,모바일앱
CDVAL#A039410,콜센터
CDVAL#A039430,대외망
CDVAL#A03951,배치
CDVAL#A03952,온라인
CDVAL#A03961,일반병렬
CDVAL#A03962,순차병렬
CDVAL#A03971,1
CDVAL#A03972,2
CDVAL#A03973,3
CDVAL#A03974,4
CDVAL#A03975,5
CDVAL#A03981,실행안함
CDVAL#A03982,종일실행
CDVAL#A03983,지정된시간실행
CDVAL#A03991,자동
CDVAL#A03992,수동
CDVAL#A04001,처리 안함
CDVAL#A04002,재처리 준비
CDVAL#A04003,재처리 실행
CDVAL#A040100,초기화
CDVAL#A040101,준비중
CDVAL#A040102,발췌중
CDVAL#A040103,발췌완료
CDVAL#A040104,발췌오류
CDVAL#A040108,처리중
CDVAL#A040109,처리완료
CDVAL#A040110,처리오류
CDVAL#A040114,처리중지
CDVAL#A040115,처리중단
CDVAL#A040116,삭제완료
CDVAL#A040117,비정상종료
CDVAL#A040118,오류중지
CDVAL#A040119,처리대기중
CDVAL#A040120,전체작업중지
CDVAL#A040121,처리중지중
CDVAL#A040122,자동발췌중
CDVAL#A040199,해제
CDVAL#A040201,KB시세
CDVAL#A040202,부동산테크
CDVAL#A0403001,수신
CDVAL#A0403002,여신
CDVAL#A04041,전체
CDVAL#A04042,불일치
CDVAL#A0405007,손익금일계처리
CDVAL#A0405008,보정환원일계처리
CDVAL#A040501,간이결산
CDVAL#A040502,본결산
CDVAL#A04051,간이결산
CDVAL#A04052,본결산
CDVAL#A0406001,결산총계정원장생성
CDVAL#A0406002,전기보정이월처리
CDVAL#A0406003,결산보정처리
CDVAL#A0406004,결산재조정처리
CDVAL#A0406005,보정일계처리
CDVAL#A0406006,환원이월일계처리
CDVAL#A0406007,손익금일계처리
CDVAL#A0406008,보정환원일계처리
CDVAL#A04071,처리전
CDVAL#A04072,처리중
CDVAL#A04073,처리종료
CDVAL#A0408100,보정 미수수익
CDVAL#A0408101,보정 선수수익
CDVAL#A0408102,보정 미지급비용
CDVAL#A0408103,보정 선급비용
CDVAL#A0408200,미보정 미수수익
CDVAL#A0408201,미보정 선수수익
CDVAL#A0408202,미보정 미지급비용
CDVAL#A0408203,미보정 선급비용
CDVAL#A040901,정상
CDVAL#A040902,해지
CDVAL#A04101,정상
CDVAL#A04102,종료
CDVAL#A04103,취소
CDVAL#A04104,해제
CDVAL#A04105,처리중
CDVAL#A0411010,개인사업자
CDVAL#A04121,차변
CDVAL#A04122,대변
CDVAL#A0413AutomaticRedeposit,자동재예치
CDVAL#A0413DpstIntCapitalization,수신이자원가
CDVAL#A0413InterestPayment,이자지급
CDVAL#A0413LoanIntCapitalization,여신이자원가
CDVAL#A0413OpenDeposit,수신신규
CDVAL#A0413OpenLoan,여신신규
CDVAL#A0413ScfTradeIrregularPayment, SCF비정기적 결제
CDVAL#A0413ScfTradePayment,SCF결제
CDVAL#A0413TerminationDeposit,수신해지
CDVAL#A04141,장래지정형
CDVAL#A04142,자동확정형
CDVAL#A04143,지정형
CDVAL#A041501,저당권
CDVAL#A041502,질권
CDVAL#A041503,양도담보
CDVAL#A041504,채권양도
CDVAL#A041505,보증계약(보증서)
CDVAL#A041506,보증계약(보증인)
CDVAL#A041521,전세권
CDVAL#A041522,선순위임대차
CDVAL#A041599,기타
CDVAL#A04161,특정채무
CDVAL#A04162,특정근
CDVAL#A04163,한정근
CDVAL#A04164,포괄근
CDVAL#A0417A,연구소
CDVAL#A0417B,상하이
CDVAL#A0417C,사이트
CDVAL#A0417D,기타
CDVAL#A042210001,아파트
CDVAL#A042210002,주상복합아파트
CDVAL#A042210003,연립빌라주택
CDVAL#A042210004,다세대주택
CDVAL#A042210005,단독주택
CDVAL#A042210006,다가구주택
CDVAL#A042210007,근린주택
CDVAL#A042210008,주거용오피스텔
CDVAL#A042210009,주거용기타건물
CDVAL#A042210010,일반상가
CDVAL#A042210011,숙박시설
CDVAL#A042210012,빌딩
CDVAL#A042210013,상업용오피스텔
CDVAL#A042210014,상업용기타건물
CDVAL#A042210016,기타건물
CDVAL#A042210017,공장
CDVAL#A042210018,아파트형공장
CDVAL#A0422101,아파트
CDVAL#A042210101,대지
CDVAL#A042210102,임야
CDVAL#A042210103,잡종지
CDVAL#A042210104,과수원
CDVAL#A042210105,전
CDVAL#A042210106,답
CDVAL#A042210107,목장
CDVAL#A042210108,염전
CDVAL#A042210109,기타토지
CDVAL#A0422102,주상복합아파트
CDVAL#A042210201,종교시설
CDVAL#A042210202,학교시설
CDVAL#A042210203,공공시설
CDVAL#A042210204,부동산투자신탁수익권증서
CDVAL#A042210299,기타부동산
CDVAL#A042210301,특수저당-선박
CDVAL#A042210302,특수저당-항공기
CDVAL#A042210303,특수저당-자동차
CDVAL#A042210304,특수저당-중기
CDVAL#A042210305,특수저당-광업권
CDVAL#A042210306,특수저당-어업권
CDVAL#A042210399,기타특수저당
CDVAL#A042220001,상품
CDVAL#A042220002,창고증권
CDVAL#A042220003,화물상환증권
CDVAL#A042220004,선하증권
CDVAL#A042220006,기타유형자산
CDVAL#A042220007,원재료
CDVAL#A042220008,기타재고자산
CDVAL#A042220009,기계기구(양도담보)
CDVAL#A042220999,기타동산
CDVAL#A042230001,상장주식
CDVAL#A042230002,코스닥등록주식
CDVAL#A042230003,비상장주식
CDVAL#A042230004,국채
CDVAL#A042230005,지방채
CDVAL#A042230006,특수채
CDVAL#A042230007,금융채
CDVAL#A042230008,기타금융채
CDVAL#A042230009,회사채(은행보증)
CDVAL#A042230010,회사채(기타)
CDVAL#A042230011,어음
CDVAL#A042230012,수표
CDVAL#A042230013,회원권
CDVAL#A0422301,당행예적금
CDVAL#A042230999,기타유가증권
CDVAL#A042240001,당행예적금
CDVAL#A042240002,타행예적금
CDVAL#A042240003,확정채권
CDVAL#A042240004,토지분양대금반환채권
CDVAL#A042240005,상가분양대금반환채권
CDVAL#A0422401,서울보증보험(MCI)
CDVAL#A042240999,기타채권
CDVAL#A042250001,금융기관보증서(은행)
CDVAL#A042250002,금융기관지급보증서(기타금융기관)
CDVAL#A042250003,신용보증기금보증서
CDVAL#A042250004,주택도시보증공사보증서
CDVAL#A042250005,서울보증보험증권
CDVAL#A042250006,수출보증보험
CDVAL#A042250007,수출보험증권
CDVAL#A042250008,수출신용보증서
CDVAL#A042250009,수출어음보험
CDVAL#A042250010,지역신용재단발행보증서
CDVAL#A042250011,주택금융신용보증서
CDVAL#A042250012,정부보증서
CDVAL#A042250013,지방자치단체보증서
CDVAL#A042250014,기술신용보증서
CDVAL#A042250999,기타보증서
CDVAL#A042280000,보증인
CDVAL#A042290000,신용
CDVAL#A0424D,일
CDVAL#A0424M,월
CDVAL#A0424Y,연
CDVAL#A042501,비즈니스카드
CDVAL#A042502,신용카드
CDVAL#A042503,신용카드(다중 통화)
CDVAL#A042504,신용카드(홍콩)
CDVAL#A042505,직불카드
CDVAL#A042506,직불카드(다중 통화)
CDVAL#A042507,하나은행 카드
CDVAL#A042508,SEMI신용카드
CDVAL#A04261,등록예정
CDVAL#A04262,등록확정
CDVAL#A04263,해지예정
CDVAL#A04264,해지확정
CDVAL#A0427010,수신
CDVAL#A0427020,여신
CDVAL#A0427030,외환
CDVAL#A0427040,카드
CDVAL#A0427050,서비스
CDVAL#A0427060,투자
CDVAL#A0427070,자산
CDVAL#A0427090,회원관리
CDVAL#A0427100,대행
CDVAL#A042801,선입선출
CDVAL#A042802,후입선출
CDVAL#A04291,일반화면
CDVAL#A04292,포틀렛화면
CDVAL#A043201,금액낙찰방식
CDVAL#A043202,기간낙찰방식
CDVAL#A043301,계약종류
CDVAL#A043302,계좌번호식별유형
CDVAL#A043303,계좌번호채번대상여부
CDVAL#A043304,취소순서무시여부
CDVAL#A043305,확장속성JSON관리여부
CDVAL#A043306,거래성계약취소유형
CDVAL#A043307,계좌번호채번속성
CDVAL#A043401,약정
CDVAL#A043402,재예치
CDVAL#A043500,해당사항없음
CDVAL#A043501,선입선출
CDVAL#A043502,후입선출
CDVAL#A043503,회차선택
CDVAL#A043504,유효기간기준
CDVAL#A0437A,정상
CDVAL#A0437L,신청
CDVAL#A0437V,승인
CDVAL#A0437X,심사
CDVAL#A0438ACB,회계 베이스 컴포넌트
CDVAL#A0438ACS,회계 서비스
CDVAL#A0438ARB,계약 베이스 컴포넌트
CDVAL#A0438ASB,자산 베이스 컴포넌트
CDVAL#A0438ATB,액터 베이스 컴포넌트
CDVAL#A0438BFS,혜택 서비스
CDVAL#A0438BPS,비즈니스파트너 서비스
CDVAL#A0438CAB,계산베이스
CDVAL#A0438CIB,신용정보 베이스
CDVAL#A0438CLS,담보서비스
CDVAL#A0438CMB,어플리케이션 공통 베이스 컴포넌트
CDVAL#A0438CMS,공통 서비스
CDVAL#A0438CPS,컨피규레이션포탈 서비스
CDVAL#A0438CRS,신용보고 서비스
CDVAL#A0438CUS,고객 서비스
CDVAL#A0438DCB,문서 베이스 컴포넌트
CDVAL#A0438DPS,수신 서비스
CDVAL#A0438DTS,부서 서비스
CDVAL#A0438EDS,Training Service
CDVAL#A0438FXS,외환 서비스
CDVAL#A0438IAS,내부계좌 서비스
CDVAL#A0438LNS,여신 서비스
CDVAL#A0438MTS,모니터링/컨트롤 서비스
CDVAL#A0438NPS,비은행권 이체 서비스
CDVAL#A0438PDB,상품 베이스 컴포넌트
CDVAL#A0438PDS,상품 서비스
CDVAL#A0438PPS,P2P 서비스
CDVAL#A0438PYS,결제 서비스
CDVAL#A0438SCS,SCF 서비스
CDVAL#A0438SFS,스태프 서비스
CDVAL#A0438SMB,시스템공통 베이스 컴포넌트
CDVAL#A0438STB,정산 베이스 컴포넌트
CDVAL#A0438SVB,서비스관리 베이스 컴포넌트
CDVAL#A0438UES,심사 서비스
CDVAL#A0438UPS,사용자포탈 서비스
CDVAL#A0438WFB,워크플로우 베이스 컴포넌트
CDVAL#A0438XPB,대외연계 베이스 컴포넌트
CDVAL#A0438XPS,대외연계 서비스
CDVAL#A043901,활동
CDVAL#A043902,비활동
CDVAL#A0440CNY,위안
CDVAL#A0440JPY,엔
CDVAL#A0440MMK,미얀마 짯
CDVAL#A0440USD,미화 달러
CDVAL#A04491,금액
CDVAL#A04492,건수
CDVAL#A04493,비율
CDVAL#A04501,test4567
CDVAL#A04511,OTP
CDVAL#A04512,통장
CDVAL#A04513,현금카드
CDVAL#A04514,체크카드
CDVAL#A04515,공인인증서
CDVAL#A045200,요청
CDVAL#A045201,승인
CDVAL#A045202,거절
CDVAL#A045209,요청전
CDVAL#A045210,완료
CDVAL#A04581,test
CDVAL#A045901,대출신규
CDVAL#A045902,대출상환
CDVAL#A045903,대출금리변경
CDVAL#A045904,대출기간연장
CDVAL#A045905,대출기간단축
CDVAL#A045906,대출한도증액
CDVAL#A045907,대출한도감액
CDVAL#A046001,스태프
CDVAL#A046002,매니져
CDVAL#A046003,회계사
CDVAL#A046004,계산원
CDVAL#A046005,이사회
CDVAL#A046006,매니져
CDVAL#A046007,고위매니져
CDVAL#A046099,기타
CDVAL#A04611,test111
CDVAL#A04621,허용
CDVAL#A04622,불허
CDVAL#A0463A,거래이력이있는고객
CDVAL#A0463B,계좌활성화고객
CDVAL#A0463C,가입고객
CDVAL#A04641,등록예정
CDVAL#A04642,등록확정
CDVAL#A04643,해지예정
CDVAL#A04644,해지확정
CDVAL#A046501,일반결재
CDVAL#A046502,워크플로우결재
CDVAL#A0467afds,asdfas
CDVAL#A046801,수신텔러
CDVAL#A046802,여신텔러
CDVAL#A046810,수신승인자
CDVAL#A046811,여신승인자
CDVAL#A0469a,vavd
CDVAL#A04702,활동
CDVAL#A04703,종료
CDVAL#A04705,중단
CDVAL#A047101,요청
CDVAL#A047102,활동
CDVAL#A047103,폐기
CDVAL#A047201,요청
CDVAL#A047202,활동
CDVAL#A047203,폐기
CDVAL#A04731,신규
CDVAL#A04732,완료
CDVAL#A0474001,신용회복고객
CDVAL#A047501,시작
CDVAL#A047502,에러
CDVAL#A047503,예외
CDVAL#A047504,알람
CDVAL#A047505,재작업시작
CDVAL#A047506,재작업종료
CDVAL#A047507,재작업에러
CDVAL#A047509,종료
CDVAL#A047510,일반
CDVAL#A047511,감시
CDVAL#A0476001,테스트
CDVAL#A047701,고객식별자
CDVAL#A047702,고객관련인식별자
CDVAL#A047801,고객(Main)
CDVAL#A047802,고객(Sub)
CDVAL#A047811,고객관련인(Main)
CDVAL#A047812,고객관련인(Sub)
CDVAL#A047900,비활동
CDVAL#A047901,등록
CDVAL#A047902,활동
CDVAL#A04801,이자연체
CDVAL#A04802,할부연체
CDVAL#A04803,이자할부연체
CDVAL#A04804,한도초과연체
CDVAL#A04805,잔액연체
CDVAL#A048101,자동이체계좌
CDVAL#A04821,미납
CDVAL#A04822,완납
CDVAL#A04823,취소
CDVAL#A04824,무효
CDVAL#A04829,연체
CDVAL#A048301,확정
CDVAL#A048302,미확정
CDVAL#A04841,활동
CDVAL#A04842,종료
CDVAL#A04843,취소
CDVAL#A04844,무시
CDVAL#A04851,현수
CDVAL#A04852,현송
CDVAL#A04861,직원
CDVAL#A04862,용역업체
CDVAL#A04871,요청
CDVAL#A04872,승인
CDVAL#A04873,거절
CDVAL#A04874,취소
CDVAL#A04875,승인취소
CDVAL#A04879,실행
CDVAL#A048801,닥북
CDVAL#A048802,닥북스타일시트
CDVAL#A048898,기타
CDVAL#A048899,템플릿내용무
CDVAL#A048901,Acive
CDVAL#A048902,All
CDVAL#A049001,전체
CDVAL#A049002,다건
CDVAL#A049003,단건
CDVAL#A049101,HQ
CDVAL#A049102,BRANCH
CDVAL#A049103,CUSTOMER
CDVAL#A049201,등록
CDVAL#A049202,전송전
CDVAL#A049203,전송완료
CDVAL#A049204,전송실패
CDVAL#A049401,Initalization
CDVAL#A049402,Certification
CDVAL#A049403,Agreement
CDVAL#A049404,Confirm
CDVAL#A0495001,사전고객위임
CDVAL#A0495002,자동처리
CDVAL#A04961,등록
CDVAL#A04962,변경
CDVAL#A04963,해지
CDVAL#A04964,취소
CDVAL#A04971,정상
CDVAL#A04972,종료
CDVAL#A04973,취소
CDVAL#A04974,무시
CDVAL#A04981,활동
CDVAL#A04982,종료
CDVAL#A04983,취소
CDVAL#A04984,무시
CDVAL#A0499A,발급
CDVAL#A0499C,취소
CDVAL#A0499D,배송중
CDVAL#A0499L,신청
CDVAL#A0499S,정지
CDVAL#A0499T,해제
CDVAL#A05001,활동
CDVAL#A05002,비활동
CDVAL#A05011,활동
CDVAL#A05012,비활동
CDVAL#A050200,일반
CDVAL#A050201,상품
CDVAL#A0503A01,일반신규
CDVAL#A0503A02,비밀번호초기화
CDVAL#A0503A03,중지취소
CDVAL#A0503A04,재등록
CDVAL#A0503C01,취소
CDVAL#A0503D01,배송중
CDVAL#A0503L01,신청
CDVAL#A0503S01,일반중지등록
CDVAL#A0503S02,사고신고등록
CDVAL#A0503S03,비밀번호오류
CDVAL#A0503T01,일반해제
CDVAL#A050401,성공
CDVAL#A050491,보안정보없음
CDVAL#A050492,보안정보오류
CDVAL#A050493,보안정보오류허용횟수 초과 발생
CDVAL#A050494,보안정보오류허용횟수 초과로 인해 잠금상태임
CDVAL#A050501,로그인식별번호
CDVAL#A050502,휴대전화
CDVAL#A050503,사회보장번호
CDVAL#A050504,사회보장번호
CDVAL#A050505,부로그인아이디
CDVAL#A050601,여신화면
CDVAL#A050602,수신화면
CDVAL#A050621,방카화면
CDVAL#A050631,외국환화면
CDVAL#A0506A1,콜센터
CDVAL#A050701,상품특성
CDVAL#A050702,예상수익율
CDVAL#A050703,최종실현수익율
CDVAL#A050704,자금모집은행계좌번호
CDVAL#A050705,외부상품코드
CDVAL#A050706,펀드코드
CDVAL#A050707,펀드중문약칭
CDVAL#A050708,거래소코드
CDVAL#A050709,펀드성립기간
CDVAL#A050710,상장일자
CDVAL#A050711,상장종료일자
CDVAL#A050712,펀드관리인코드
CDVAL#A050713,펀드관리인중문명칭
CDVAL#A050714,펀드수탁자코드
CDVAL#A050715,펀드수탁자중문명칭
CDVAL#A050716,투자영역
CDVAL#A050717,투자목표
CDVAL#A050718,업적비교기준
CDVAL#A050719,최근유통점유율
CDVAL#A050720,교역약칭
CDVAL#A050721,펀드매니저명
CDVAL#A050722,펀드기준가적용일자
CDVAL#A050723,펀드만개단위당일수익율
CDVAL#A050724,일간수익율연이율환산치
CDVAL#A050725,펀드기준가출시일자
CDVAL#A050801,상품
CDVAL#A050802,우대금리
CDVAL#A050803,공통수수료
CDVAL#A050804,공통조건
CDVAL#A050805,구성조건
CDVAL#A050910300001,개인고객SMS인증
CDVAL#A050910300002,비고객SMS인증
CDVAL#A050910300003,비고객 Email 인증
CDVAL#A050910300004,고객실명인증
CDVAL#A050910300005,고객E-mail인증
CDVAL#A050920600001,고객SMS인증
CDVAL#A050920600002,비고객SMS인증
CDVAL#A050920600006,비고객SMS+거래상품인증
CDVAL#A0509999,고객기간별SMS인증
CDVAL#A050999900001,고객SMS인증
CDVAL#A050999900002,비고객SMS인증
CDVAL#A050999900003,비고객 email 인증
CDVAL#A050999900004,고객실명인증
CDVAL#A050999900005,고객 email 인증
CDVAL#A0509STDA,
CDVAL#A0509STDA00001,개인고객SMS인증
CDVAL#A0509STDA00002,테스트
CDVAL#A0509STDA00003,테스트
CDVAL#A0509STDA00004,테스트
CDVAL#A0509STDA00006,비고객SMS+거래상품인증
CDVAL#A0509STDA00007,테스트
CDVAL#A0509STDA00008,테스트8
CDVAL#A0509STDA00009,테스트3
CDVAL#A0509STDA0007,테스트7
CDVAL#A0509STDA0008,테스트
CDVAL#A0509STDA0:15.,54321
CDVAL#A0509STDA0:41.,54321
CDVAL#A0509STDA0:47.,54321
CDVAL#A0509STDA0:50.,54321
CDVAL#A0509STDA0:51.,54321
CDVAL#A0509STDA0:58.,54321
CDVAL#A0509STDA170809001,170809테스트
CDVAL#A0509STDA1:04.,54321
CDVAL#A0509STDA1:10.,54321
CDVAL#A0509STDA1:25.,54321
CDVAL#A0509STDA1:38.,54321
CDVAL#A0509STDA1:40.,54321
CDVAL#A0509STDA1:42.,54321
CDVAL#A0509STDA1:53.,54321
CDVAL#A0509STDA2016-09-13T041440,54321
CDVAL#A0509STDA20160913T041508,54321
