namespace,cbb_items
MENU#257_25,内部协议列表查询
MENU#257_26,暂记账户列表查询
MENU#257_27,暂记账户新建
MENU#257_28,暂记账户整理
MENU#257_29,开立内部合约
MENU#257_3,贷款
MENU#257_30,开立内部子合约
MENU#257_31,查询
MENU#257_32,交易日报查询
MENU#257_33,交易日志
MENU#257_34,交易日志查询
MENU#257_35,交易日志详细查询
MENU#257_36,部门管理
MENU#257_37,员工管理
MENU#257_38,员工登记
MENU#257_39,修改员工信息
MENU#257_4,担保
MENU#257_40,修改员工密码
MENU#257_41,
MENU#257_43,登记新建部门
MENU#257_44,更改部门信息
MENU#257_46,工作流
MENU#257_47,查询待办事项
MENU#257_48,现金柜
MENU#257_5,支付
MENU#257_53,总账
MENU#257_54,비온라인
MENU#257_56,결산
MENU#257_6,外汇
MENU#257_60,잔액대사 결과 조회
MENU#257_61,비온라인 등록
MENU#257_62,비온라인 거래목록 조회
MENU#257_63,总分类账余额查询
MENU#257_64,按科目分行余额查询
MENU#257_65,按科目月查询
MENU#257_66,按科目日查询
MENU#257_67,按科目详细查询
MENU#257_68,按科目含下级科目查询
MENU#257_69,按科目商品单位查询
MENU#257_7,会计
MENU#257_70,按科目存款取款查询
MENU#257_71,시재보유한도관리
MENU#257_72,시재보유한도조회
MENU#257_73,处理现金收付历史
MENU#257_74,查询现金收付历史
MENU#257_75,출납정산표조회
MENU#257_76,출납총괄명세표
MENU#257_77,员工交易历史查询
MENU#257_78,텔러거래내역
MENU#257_79,텔러별보유시재현황
MENU#257_8,工作流
MENU#257_80,텔러개시/마감현황조회
MENU#257_81,Discordant Transfer List of Teller
MENU#257_82,Department Closing Status List
MENU#257_83,柜员签退
MENU#257_84,部门签退
MENU#257_85,网点间清算账户查询
MENU#257_86,test
MENU#257_88,外汇
MENU#257_89,出口
MENU#257_9,员工/部门
MENU#257_90,进口
MENU#257_91,国内信用证
MENU#257_92,购买
MENU#257_93,签发
MENU#257_94,BL接收
MENU#257_99,拒付账单注册
MENU#258_1,客户
MENU#258_2,浏览产品
MENU#258_3,Q&A
MENU#258_4,新申请
MENU#258_5,检查新申请结果
MENU#261_1,Customer
MENU#261_2,Loan
MENU#261_3,Deposit
MENU#262_1,客户
MENU#262_2,存款
MENU#262_28,贷款申请
MENU#262_29,贷款账户管理
MENU#262_3,贷款
MENU#262_31,查询贷款状态列表（客户）
MENU#262_32,查询账户信息
MENU#262_33,查询账户交易历史
MENU#262_34,贷款放款
MENU#262_35,还款
MENU#262_36,合约终止
MENU#262_37,申请咨询
MENU#262_38,查询申请状态
MENU#262_39,查询
MENU#262_4,附加业务
MENU#262_40,存款/取款
MENU#262_41,活期存款
MENU#262_42,活期存款提取
MENU#262_44,个人信息
MENU#262_5,用户门户
MENU#262_6,系统配置
MENU#263_1,客户
MENU#263_10,系统
MENU#263_100,BL接收
MENU#263_101,LG签发
MENU#263_102,承兑交单购买
MENU#263_103,拒付账单注册
MENU#263_104,条件更改
MENU#263_105,差异注册
MENU#263_106,汇款
MENU#263_107,实时转账
MENU#263_108,委托转账
MENU#263_109,预约转账
MENU#263_11,共同
MENU#263_110,查询
MENU#263_111,查询转账历史
MENU#263_112,查询委托转账历史记录
MENU#263_113,内部协议列表查询
MENU#263_114,申请预约转账
MENU#263_115,查询预约转账 / 取消
MENU#263_116,申请委托转账
MENU#263_117,关闭委托转账
MENU#263_118,实时转账
MENU#263_119,抵押评估
MENU#263_12,内部账户
MENU#263_120, 公寓价格表
MENU#263_121,公寓的详细信息
MENU#263_122,263_118
MENU#263_123,263_119
MENU#263_124,263_120
MENU#263_125,263_121
MENU#263_126,申请
MENU#263_127,审查/审批
MENU#263_128,协议
MENU#263_129,放款
MENU#263_13,商品
MENU#263_130,查询
MENU#263_131,还款
MENU#263_132,终止
MENU#263_133,修改合约信息
MENU#263_134,263_130
MENU#263_135,263_131
MENU#263_136,263_132
MENU#263_137,利率宽限期
MENU#263_138,贷款额度减少金额
MENU#263_139,修改合约条件
MENU#263_14,卡
MENU#263_140,返还利息
MENU#263_141,延迟分期计划
MENU#263_142,合同终止
MENU#263_143,贷款还款
MENU#263_144,查询账户交易历史
MENU#263_145,查询员工交易历史
MENU#263_146,查询还款计划
MENU#263_147,查询网点贷款现况
MENU#263_148,查询网点逾期现况
MENU#263_149,查询到期状态
MENU#263_15,注册
MENU#263_150,查询参考基准利率
MENU#263_151,查询申请利率历史
MENU#263_152,贷款发放
MENU#263_153,授信协议（申请）
MENU#263_154,授信协议（申请略）
MENU#263_155,263_151
MENU#263_156,申请/审批列表查询
MENU#263_157,审查/审批
MENU#263_158,申请贷款咨询
MENU#263_159,开户
MENU#263_16,263_16
MENU#263_160,存款
MENU#263_161,取款
MENU#263_162,查询
MENU#263_163,登记/修改
MENU#263_164,交易限制管理
MENU#263_165,销户
MENU#263_166,存款销户
MENU#263_167,登录交易限制
MENU#263_168,查询交易限制
MENU#263_169,存款交易限制管理
MENU#263_17,查询
MENU#263_170,更改密码
MENU#263_171,申请调出
MENU#263_172,管理调入调出
MENU#263_173,重置密码
MENU#263_174,查询账户信息
MENU#263_175,存款咨询模拟
MENU#263_176,查询员工交易历史
MENU#263_177,模拟利息计算
MENU#263_178,模拟存款销户
MENU#263_179,模拟费用计算
MENU#263_180,查询参考基准利率
MENU#263_181,签发余额证明
MENU#263_182,263_178
MENU#263_183,263_179
MENU#263_184,活期存款取款
MENU#263_185,定期存款利息支付
MENU#263_186,存款部提
MENU#263_187,活期存款
MENU#263_188,分期存款
MENU#263_189,开存款账户
MENU#263_190,开户
MENU#263_191,查询
MENU#263_192,修改
MENU#263_193,通知
MENU#263_194,发送通知列表
MENU#263_195,登记客户关系
MENU#263_196,263_192
MENU#263_197,263_193
MENU#263_198,客户群管理
MENU#263_199,客户VIP等级管理
MENU#263_2,存款
MENU#263_200,客户信用等级管理
MENU#263_201,263_197
MENU#263_202,263_198
MENU#263_203,客户事故报告管理
MENU#263_204,会员协议条件修改
MENU#263_205,企业负责人管理
MENU#263_206,企业负责人更换
MENU#263_207,修改客户信息
MENU#263_208,263_204
MENU#263_209,263_205
MENU#263_21,263_16
MENU#263_210,263_206
MENU#263_211,263_207
MENU#263_212,263_208
MENU#263_213,263_209
MENU#263_214,263_210
MENU#263_215,263_211
MENU#263_216,263_212
MENU#263_217,263_213
MENU#263_218,263_214
MENU#263_219,263_215
MENU#263_22,查询
MENU#263_220,263_216
MENU#263_221,客户信息查询
MENU#263_222,查询客户手续费内容
MENU#263_223,查询客户手续费支付历史
MENU#263_224,263_220
MENU#263_225,263_221
MENU#263_226,客户新建（面谈）
MENU#263_227,企业新建
MENU#263_228,个体工商户新建
MENU#263_229,法人新建
MENU#263_23,263_18
MENU#263_230,Open Membership Arrangement
MENU#263_231,Correspondent Bank
MENU#263_24,263_19
MENU#263_25,清算
MENU#263_26,暂记收入支出
MENU#263_27,查询
MENU#263_28,内部协议列表查询
MENU#263_29,暂记账户列表查询
MENU#263_3,贷款
MENU#263_30,暂记账户新建
MENU#263_31,暂记账户整理
MENU#263_32,开立内部合约
MENU#263_33,开立内部子合约
MENU#263_34,查询
MENU#263_35,交易日报查询
MENU#263_36,263_31
MENU#263_37,263_32
MENU#263_38,交易日志
MENU#263_39,交易日志查询
MENU#263_4,担保
MENU#263_40,交易日志详细查询
MENU#263_41,部门管理
MENU#263_42,员工管理
MENU#263_43,员工登记
MENU#263_44,修改员工信息
MENU#263_45,修改员工密码
MENU#263_46,263_41
MENU#263_47,263_41
MENU#263_48,263_42
MENU#263_49,登记新建部门
MENU#263_5,支付
MENU#263_50,更改部门信息
MENU#263_51,263_45
MENU#263_52,工作流
MENU#263_53,查询待办事项
MENU#263_54,现金柜
MENU#263_55,263_49
MENU#263_56,263_50
MENU#263_57,263_51
MENU#263_58,263_52
MENU#263_59,总账
MENU#263_6,外汇
MENU#263_60,비온라인
MENU#263_61,263_55
MENU#263_62,결산
MENU#263_63,263_57
MENU#263_64,263_58
MENU#263_65,263_59
MENU#263_66,잔액대사 결과 조회
MENU#263_67,비온라인 등록
MENU#263_68,비온라인 거래목록 조회
MENU#263_69,总分类账余额查询
MENU#263_7,会计
MENU#263_70,按科目分行余额查询
MENU#263_71,按科目月查询
MENU#263_72,按科目日查询
MENU#263_73,按科目详细查询
MENU#263_74,按科目含下级科目查询
MENU#263_75,按科目商品单位查询
MENU#263_76,按科目存款取款查询
MENU#263_77,시재보유한도관리
MENU#263_78,시재보유한도조회
MENU#263_79,处理现金收付历史
MENU#263_8,工作流
MENU#263_80,查询现金收付历史
MENU#263_81,출납정산표조회
MENU#263_82,출납총괄명세표
MENU#263_83,员工交易历史查询
MENU#263_84,텔러거래내역
MENU#263_85,텔러별보유시재현황
MENU#263_86,텔러개시/마감현황조회
MENU#263_87,Discordant Transfer List of Teller
MENU#263_88,Department Closing Status List
MENU#263_89,柜员签退
MENU#263_9,员工/部门
MENU#263_90,部门签退
MENU#263_91,网点间清算账户查询
MENU#263_92,test
MENU#263_93,外汇
MENU#263_94,出口
MENU#263_95,进口
MENU#263_96,国内信用证
MENU#263_97,购买
MENU#263_98,签发
MENU#263_99,信用证签发
MENU#264_1,客户
MENU#264_2,浏览产品
MENU#264_3,Q&A
MENU#264_4,新申请
MENU#264_5,检查新申请结果
MENU#267_1,Customer
MENU#267_2,Loan
MENU#267_3,Deposit
MENU#269_1,客户
MENU#269_10,系统
MENU#269_100,承兑交单购买
MENU#269_101,拒付账单注册
MENU#269_102,条件更改
MENU#269_103,差异注册
MENU#269_106,汇款
MENU#269_108,实时转账
MENU#269_109,委托转账
MENU#269_11,共同
MENU#269_110,预约转账
MENU#269_111,查询
MENU#269_112,查询转账历史
MENU#269_113,查询委托转账历史记录
MENU#269_114,内部协议列表查询
MENU#269_115,申请预约转账
MENU#269_116,查询预约转账 / 取消
MENU#269_117,申请委托转账
MENU#269_118,关闭委托转账
MENU#269_119,实时转账
MENU#269_12,内部账户
MENU#269_120,抵押评估
MENU#269_121, 公寓价格表
MENU#269_122,公寓的详细信息
MENU#269_127,申请
MENU#269_128,审查/审批
MENU#269_129,协议
MENU#269_13,商品
MENU#269_130,放款
MENU#269_131,查询
MENU#269_132,还款
MENU#269_133,终止
MENU#269_134,修改合约信息
MENU#269_138,利率宽限期
MENU#269_139,贷款额度减少金额
MENU#269_14,
MENU#269_140,修改合约条件
MENU#269_141,返还利息
MENU#269_142,延迟分期计划
MENU#269_143,合同终止
MENU#269_144,贷款还款
MENU#269_147,查询账户交易历史
MENU#269_148,查询员工交易历史
MENU#269_149,查询还款计划
MENU#269_150,查询网点贷款现况
MENU#269_151,查询网点逾期现况
MENU#269_152,查询到期状态
MENU#269_153,查询参考基准利率
MENU#269_154,查询申请利率历史
MENU#269_155,贷款发放
MENU#269_156,授信协议（申请）
MENU#269_157,授信协议（申请略）
MENU#269_159,申请/审批列表查询
MENU#269_16,一般条件意见
MENU#269_160,审查/审批
MENU#269_161,申请贷款咨询
MENU#269_162,开户
MENU#269_163,存款
MENU#269_164,取款
MENU#269_165,查询
MENU#269_166,登记/修改
MENU#269_167,交易限制管理
MENU#269_168,销户
MENU#269_169,存款销户
MENU#269_17,搜索条件
MENU#269_170,登录交易限制
MENU#269_171,查询交易限制
MENU#269_172,存款交易限制管理
MENU#269_173,更改密码
MENU#269_178,申请调出
MENU#269_179,管理调入调出
MENU#269_180,重置密码
MENU#269_182,存款咨询模拟
MENU#269_185,查询员工交易历史
MENU#269_186,模拟利息计算
MENU#269_187,模拟存款销户
MENU#269_188,模拟费用计算
MENU#269_189,查询参考基准利率
MENU#269_19,产品组查询
MENU#269_190,签发余额证明
MENU#269_194,活期存款取款
MENU#269_195,定期存款利息支付
MENU#269_196,存款部提
MENU#269_197,活期存款
MENU#269_198,分期存款
MENU#269_199,开存款账户
MENU#269_2,存款
MENU#269_200,开户
MENU#269_201,查询
MENU#269_202,修改
MENU#269_203,通知
MENU#269_204,发送通知列表
MENU#269_205,登记客户关系
MENU#269_208,客户群管理
MENU#269_209,客户VIP等级管理
MENU#269_210,客户信用等级管理
MENU#269_213,客户事故报告管理
MENU#269_214,会员协议条件修改
MENU#269_215,企业负责人管理
MENU#269_216,企业负责人更换
MENU#269_217,修改客户信息
MENU#269_23,清算
MENU#269_233,
MENU#269_234,客户信息查询
MENU#269_235,查询客户手续费内容
MENU#269_236,查询客户手续费支付历史
MENU#269_239,客户新建（面谈）
MENU#269_24,暂记收入支出
MENU#269_240,企业新建
MENU#269_241,个体工商户新建
MENU#269_242,法人新建
MENU#269_243,Open Membership Arrangement
MENU#269_244,Correspondent Bank
MENU#269_25,查询
MENU#269_26,内部协议列表查询
MENU#269_27,暂记账户列表查询
MENU#269_28,暂记账户新建
MENU#269_29,暂记账户整理
MENU#269_3,贷款
MENU#269_30,开立内部合约
MENU#269_31,开立内部子合约
MENU#269_32,查询
MENU#269_33,交易日报查询
MENU#269_34,
MENU#269_35,
MENU#269_36,交易日志
MENU#269_37,交易日志查询
MENU#269_38,交易日志详细查询
MENU#269_39,部门管理
MENU#269_4,担保
MENU#269_40,员工管理
MENU#269_41,员工登记
MENU#269_42,修改员工信息
MENU#269_43,修改员工密码
MENU#269_44,
MENU#269_47,登记新建部门
MENU#269_48,更改部门信息
MENU#269_5,支付
MENU#269_50,工作流
MENU#269_51,查询待办事项
MENU#269_52,现金柜
MENU#269_57,总账
MENU#269_58,비온라인
MENU#269_6,外汇
MENU#269_60,결산
MENU#269_64,잔액대사 결과 조회
MENU#269_65,비온라인 등록
MENU#269_66,비온라인 거래목록 조회
MENU#269_67,总分类账余额查询
MENU#269_68,按科目分行余额查询
MENU#269_69,按科目月查询
MENU#269_7,会计
MENU#269_70,按科目日查询
MENU#269_71,按科目详细查询
MENU#269_72,按科目含下级科目查询
MENU#269_73,按科目商品单位查询
MENU#269_74,按科目存款取款查询
MENU#269_75,시재보유한도관리
MENU#269_76,시재보유한도조회
MENU#269_77,处理现金收付历史
MENU#269_78,查询现金收付历史
MENU#269_79,출납정산표조회
MENU#269_8,工作流
MENU#269_80,출납총괄명세표
MENU#269_81,员工交易历史查询
MENU#269_82,텔러거래내역
MENU#269_83,텔러별보유시재현황
MENU#269_84,텔러개시/마감현황조회
MENU#269_85,Discordant Transfer List of Teller
MENU#269_86,Department Closing Status List
MENU#269_87,柜员签退
MENU#269_88,部门签退
MENU#269_89,网点间清算账户查询
MENU#269_9,员工/部门
MENU#269_90,test
MENU#269_91,外汇
MENU#269_92,出口
MENU#269_93,进口
MENU#269_94,国内信用证
MENU#269_95,购买
MENU#269_96,签发
MENU#269_97,信用证签发
MENU#269_98,BL接收
MENU#269_99,LG签发
MENU#270_1,Customer
MENU#270_2,Loan
MENU#270_3,Deposit
MENU#271_1,客户
MENU#271_10,系统
MENU#271_109,拒付账单注册
MENU#271_11,共同
MENU#271_110,差异注册
MENU#271_111,外币购买
MENU#271_12,内部账户
MENU#271_120,实时转账
MENU#271_121,委托转账
MENU#271_122,预约转账
MENU#271_123,查询
MENU#271_124,查询转账历史
MENU#271_125,查询委托转账历史记录
MENU#271_126,内部协议列表查询
MENU#271_127,申请预约转账
MENU#271_128,查询预约转账 / 取消
MENU#271_129,申请委托转账
MENU#271_13,商品
MENU#271_130,关闭委托转账
MENU#271_131,实时转账
MENU#271_132,抵押评估
MENU#271_133, 公寓价格表
MENU#271_134,公寓的详细信息
MENU#271_139,申请
MENU#271_14,查询条件模板
MENU#271_140,审查/审批
MENU#271_141,协议
MENU#271_142,放款
MENU#271_143,查询
MENU#271_144,还款
MENU#271_145,终止
MENU#271_146,修改合约信息
MENU#271_150,利率宽限期
MENU#271_151,贷款额度减少金额
MENU#271_152,修改合约条件
MENU#271_153,返还利息
MENU#271_154,延迟分期计划
MENU#271_155,合同终止
MENU#271_156,贷款还款
MENU#271_157,查询账户交易历史
MENU#271_158,查询员工交易历史
MENU#271_159,查询还款计划
MENU#271_16,一般条件意见
MENU#271_160,查询网点贷款现况
MENU#271_161,查询网点逾期现况
MENU#271_162,查询到期状态
MENU#271_163,查询参考基准利率
MENU#271_164,查询申请利率历史
MENU#271_165,贷款发放
MENU#271_166,授信协议（申请）
MENU#271_167,授信协议（申请略）
MENU#271_169,申请/审批列表查询
MENU#271_17,搜索条件
MENU#271_170,审查/审批
MENU#271_171,修改协议申请/审批列表查询
MENU#271_172,申请贷款咨询
MENU#271_173,开户
MENU#271_174,存款
MENU#271_175,取款
MENU#271_176,查询
MENU#271_177,登记/修改
MENU#271_178,交易限制管理
MENU#271_179,销户
MENU#271_180,存款销户
MENU#271_182,登录交易限制
MENU#271_183,查询交易限制
MENU#271_184,更改密码
MENU#271_185,重置密码
MENU#271_186,设置附加信息
MENU#271_187,设置合约条件
MENU#271_188,设置相关部门
MENU#271_189,设置相关账户
MENU#271_19,产品组查询
MENU#271_190,申请调出
MENU#271_191,管理调入调出
MENU#271_195,模拟合约利率
MENU#271_196,存款咨询模拟
MENU#271_197,查询账户信息
MENU#271_198,查询交易历史
MENU#271_199,查询员工交易历史
MENU#271_2,存款
MENU#271_200,模拟利息计算
MENU#271_201,模拟存款销户
MENU#271_202,模拟费用计算
MENU#271_203,查询参考基准利率
MENU#271_204,签发余额证明
MENU#271_205,查询合约事件日
MENU#271_208,活期存款取款
MENU#271_209,定期存款利息支付
MENU#271_210,存款部提
MENU#271_212,活期存款
MENU#271_213,分期存款
MENU#271_214,开存款账户
MENU#271_215,开户
MENU#271_216,查询
MENU#271_217,修改
MENU#271_218,通知
MENU#271_219,发送通知列表
MENU#271_22,查询
MENU#271_220,登记客户关系
MENU#271_221,客户VIP等级管理
MENU#271_222,客户信用等级管理
MENU#271_225,客户事故报告管理
MENU#271_226,客户群管理
MENU#271_227,会员协议条件修改
MENU#271_228,企业负责人管理
MENU#271_237,客户信息查询
MENU#271_238,查询客户手续费内容
MENU#271_239,查询客户手续费支付历史
MENU#271_241,客户新建（面谈）
MENU#271_242,企业新建
MENU#271_243,个体工商户新建
MENU#271_244,法人新建
MENU#271_27,清算
MENU#271_28,暂记收入支出
MENU#271_29,查询
MENU#271_3,贷款
MENU#271_30,内部协议列表查询
MENU#271_31,暂记账户列表查询
MENU#271_32,暂记账户新建
MENU#271_33,暂记账户整理
MENU#271_34,开立内部合约
MENU#271_35,开立内部子合约
MENU#271_36,查询
MENU#271_37,汇率
MENU#271_38,汇率登记
MENU#271_39,汇率保证金登记
MENU#271_4,担保
MENU#271_40,交易日报查询
MENU#271_41,汇率查询
MENU#271_42,交易日志
MENU#271_43,交易日志查询
MENU#271_44,交易日志详细查询
MENU#271_45,部门管理
MENU#271_46,员工管理
MENU#271_5,支付
MENU#271_51,工作流
MENU#271_52,查询待办事项
MENU#271_53,现金柜
MENU#271_58,总账
MENU#271_59,비온라인
MENU#271_6,外汇
MENU#271_61,결산
MENU#271_66,잔액대사 결과 조회
MENU#271_67,비온라인 등록
MENU#271_68,비온라인 거래목록 조회
MENU#271_69,总分类账余额查询
MENU#271_7,会计
MENU#271_70,按科目分行余额查询
MENU#271_71,按科目月查询
MENU#271_72,按科目日查询
MENU#271_73,按科目详细查询
MENU#271_74,按科目含下级科目查询
MENU#271_75,按科目商品单位查询
MENU#271_76,按科目存款取款查询
MENU#271_77,시재보유한도관리
MENU#271_78,处理现金收付历史
MENU#271_79,查询现金收付历史
MENU#271_8,工作流
MENU#271_80,출납정산표조회
MENU#271_81,출납총괄명세표
MENU#271_82,员工交易历史查询
MENU#271_83,텔러별보유시재현황
MENU#271_84,텔러개시/마감현황조회
MENU#271_85,Discordant Transfer List of Teller
MENU#271_86,Department Closing Status List
MENU#271_87,柜员签退
MENU#271_88,部门签退
MENU#271_9,员工/部门
MENU#271_90,外汇
MENU#271_91,出口
MENU#271_92,进口
MENU#271_93,国内信用证
MENU#271_94,购买
MENU#271_95,签发
MENU#272_1,客户
MENU#272_2,存款
MENU#272_28,贷款申请
MENU#272_29,贷款账户管理
MENU#272_3,贷款
MENU#272_31,查询贷款状态列表（客户）
MENU#272_32,查询账户信息
MENU#272_33,查询账户交易历史
MENU#272_34,贷款放款
MENU#272_35,还款
MENU#272_36,合约终止
MENU#272_37,申请咨询
MENU#272_38,查询申请状态
MENU#272_39,查询
MENU#272_4,附加业务
MENU#272_40,存款/取款
MENU#272_41,活期存款
MENU#272_42,活期存款提取
MENU#272_44,个人信息
MENU#272_5,用户门户
MENU#272_6,系统配置
MENU#274_1,客户
MENU#274_2,浏览产品
MENU#274_3,Q&A
MENU#274_4,新申请
MENU#274_5,检查新申请结果
MENU#277_1,客户
MENU#277_10,系统
MENU#277_100,查询现金收付历史
MENU#277_101,출납정산표조회
MENU#277_102,출납총괄명세표
MENU#277_103,员工交易历史查询
MENU#277_104,텔러별보유시재현황
MENU#277_105,텔러개시/마감현황조회
MENU#277_106,Discordant Transfer List of Teller
MENU#277_107,Department Closing Status List
MENU#277_108,柜员签退
MENU#277_109,部门签退
MENU#277_11,共同
MENU#277_110,网点间清算账户查询
MENU#277_111,test
MENU#277_112,共同
MENU#277_113,外汇
MENU#277_114,出口
MENU#277_115,进口
MENU#277_116,打开L / C
MENU#277_117,注册L / C打开附加信息。
MENU#277_118,开放留言注册
MENU#277_119,L / C修正案
MENU#277_12,内部账户
MENU#277_120,B / L收据
MENU#277_121,提单验收
MENU#277_122,提单结算
MENU#277_123,L / G问题
MENU#277_124,存款进口保证金额
MENU#277_125,取消进口保证金额
MENU#277_126,出口草案谈判/收集
MENU#277_127,拒付账单注册
MENU#277_128,收到接受通知，付款通知
MENU#277_129,注册表信用建议
MENU#277_13,商品
MENU#277_130,拒付账单注册
MENU#277_131,赎回诽谤法案
MENU#277_132,收款金额
MENU#277_133,注册L / C通知
MENU#277_134,注册L/C转让
MENU#277_135,外币销售
MENU#277_136,注册向外汇款
MENU#277_137,实时转账
MENU#277_138,委托转账
MENU#277_139,预约转账
MENU#277_14,模板信息
MENU#277_140,外币支票购买/托收
MENU#277_141,代理行
MENU#277_142,管理存款银行
MENU#277_143,查询转账历史
MENU#277_144,实时转账
MENU#277_145,委托转账
MENU#277_146,预约转账
MENU#277_147,查询
MENU#277_148,查询转账历史
MENU#277_149,查询委托转账历史记录
MENU#277_15,产品信息
MENU#277_150,内部协议列表查询
MENU#277_151,申请预约转账
MENU#277_152,查询预约转账 / 取消
MENU#277_153,申请委托转账
MENU#277_154,关闭委托转账
MENU#277_155,实时转账
MENU#277_16,福利信息
MENU#277_163,申请
MENU#277_164,审查/审批
MENU#277_165,协议
MENU#277_166,放款
MENU#277_167,查询
MENU#277_168,还款
MENU#277_169,终止
MENU#277_17,利息手续费计算规则
MENU#277_170,修改合约信息
MENU#277_171,供应链金融
MENU#277_172,供应链金融第三方管理
MENU#277_173,查询逾期账单
MENU#277_174,利率宽限期
MENU#277_175,贷款额度减少金额
MENU#277_176,修改合约条件
MENU#277_177,返还利息
MENU#277_178,延迟分期计划
MENU#277_179,贷款本金化
MENU#277_18,手续费计算模拟器
MENU#277_180,合同终止
MENU#277_181,贷款还款
MENU#277_182,模拟合约利率
MENU#277_183,查询账户交易历史
MENU#277_184,查询员工交易历史
MENU#277_185,查询还款计划
MENU#277_186,查询网点贷款现况
MENU#277_187,查询网点逾期现况
MENU#277_188,查询到期状态
MENU#277_189,查询申请利率历史
MENU#277_19,利息计算模拟器
MENU#277_190,贷款发放
MENU#277_191,授信协议（申请）
MENU#277_192,授信协议（申请略）
MENU#277_193,授信协议（额度内申请）
MENU#277_194,申请/审批列表查询
MENU#277_195,审查/审批
MENU#277_196,查询合约更改
MENU#277_197,申请贷款咨询
MENU#277_198,开户
MENU#277_199,存款
MENU#277_2,存款
MENU#277_20,还款预定金额查询
MENU#277_200,取款
MENU#277_201,查询
MENU#277_202,登记/修改
MENU#277_203,交易限制管理
MENU#277_204,销户
MENU#277_205,打印交易管理
MENU#277_206,打印交易记录
MENU#277_207,重新发行存折
MENU#277_208,重印交易历史记录
MENU#277_209,存款销户
MENU#277_21,查询产品信息
MENU#277_210,登录交易限制
MENU#277_211,查询交易限制
MENU#277_213,更改密码
MENU#277_214,设置附加信息
MENU#277_215,设置合约条件
MENU#277_216,设置相关部门
MENU#277_217,设置相关账户
MENU#277_218,申请调出
MENU#277_219,管理调入调出
MENU#277_22,查询产品组
MENU#277_220,重置密码
MENU#277_221,模拟合约利率
MENU#277_222,存款咨询模拟
MENU#277_223,查询账户信息
MENU#277_224,查询交易历史
MENU#277_225,查询员工交易历史
MENU#277_226,模拟利息计算
MENU#277_227,模拟存款销户
MENU#277_23,产品服务应用管理
MENU#277_230,签发余额证明
MENU#277_231,查询合约事件日
MENU#277_232,查询月平均账户余额
MENU#277_234,活期存款取款
MENU#277_235,定期存款利息支付
MENU#277_236,存款部提
MENU#277_237,活期存款
MENU#277_238,分期存款
MENU#277_239,开存款账户
MENU#277_24,
MENU#277_240,开户
MENU#277_241,查询
MENU#277_242,修改
MENU#277_243,通知
MENU#277_244,通知搜索
MENU#277_245,客户关系注册
MENU#277_246,客户等级登记
MENU#277_247,登记客户事故报告
MENU#277_248,管理客户群
MENU#277_249,安排条件变更
MENU#277_25,查询产品信息
MENU#277_250,人事管理
MENU#277_251,更改个人客户信息
MENU#277_252,修改公司业务客户信息
MENU#277_253,法人信息更改
MENU#277_254,修改个人业务客户信息
MENU#277_255,更改唯一标识号
MENU#277_256,添加个人客户登录信息
MENU#277_257,修改客户相关人员登录密码
MENU#277_258,个人客户尽职调查管理
MENU#277_259,企业客户尽职调查管理
MENU#277_26,询问产品组
MENU#277_260,个人客户尽职调查管理
MENU#277_261,管理延迟传输信息
MENU#277_262,客户信息查询
MENU#277_263,查询客户手续费内容
MENU#277_264,查询客户付款延期费用历史清单
MENU#277_265,客户列表查询
MENU#277_266,询问客户的不足之处
MENU#277_267,注册客户信息
MENU#277_268,企业客户注册
MENU#277_269,个体工商户客户注册
MENU#277_27,查询常见条件
MENU#277_270,法人注册
MENU#277_271,注册代表
MENU#277_272,工作流模型管理
MENU#277_273,
MENU#277_274,抵押评估
MENU#277_28,查询分类结构
MENU#277_282,基础信息种类管理
MENU#277_285,抵押品管理
MENU#277_29,
MENU#277_290,
MENU#277_298,查询
MENU#277_3,贷款
MENU#277_30,查询参考基准利率
MENU#277_304,分割储蓄账户
MENU#277_305,转帐户所有权
MENU#277_306,悬疑/复活
MENU#277_307,包括杂项收入
MENU#277_308,取消杂项收入
MENU#277_309,查询悬疑/杂项收入帐户
MENU#277_31,查询条件组模板
MENU#277_310,个人咨询
MENU#277_311,贷款咨询
MENU#277_312,查询金融承受能力（DTI）预测
MENU#277_313,查询咨询记录
MENU#277_314,个人审查
MENU#277_315,受理贷款申请
MENU#277_316,查询贷款申请
MENU#277_317,查询审批贷款
MENU#277_32,清算
MENU#277_321,伙伴
MENU#277_322,开户
MENU#277_324,修改
MENU#277_327,
MENU#277_328,
MENU#277_33,暂记收入支出
MENU#277_331,
MENU#277_34,查询
MENU#277_342,
MENU#277_349,Portlet
MENU#277_35,内部协议列表查询
MENU#277_350,Portlet_Test
MENU#277_351,Portlet_Test1
MENU#277_353,Open Non L/C
MENU#277_355,协议
MENU#277_356,
MENU#277_357,
MENU#277_358,
MENU#277_359,查询获利率
MENU#277_36,暂记账户列表查询
MENU#277_360,管理结算
MENU#277_361,修改结算手写
MENU#277_362,管理结算进度
MENU#277_363,合约变更协议
MENU#277_364,
MENU#277_365,
MENU#277_366,
MENU#277_368,
MENU#277_369,开立虚拟账户
MENU#277_37,暂记账户新建
MENU#277_370,注册终身账户
MENU#277_371,
MENU#277_376,
MENU#277_377,
MENU#277_378,
MENU#277_379,
MENU#277_38,暂记账户整理
MENU#277_380,
MENU#277_381,
MENU#277_382,
MENU#277_383,
MENU#277_384,
MENU#277_385,
MENU#277_39,开立内部合约
MENU#277_390,
